,np_size_max__nm_,np_synthesis,np_size_min__nm_,np_size_avg__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,Solvent_for_extract,time_set__hours_,shape,coating,Valance_electron,prim_specific_habitat,chi0v,amw,min_Incub_period__h,K00058,max_Incub_period__h,K12472,mdr,K07009,K17939,K14198,K07486,MIC_NP___g_mL_,bacteria,strain,bacteria_strain
1184,46.48,Green synthesis using Syzygium cumini flowers,32.71,39.0,MIC,50.0,120.0,ethanol,24.0,oval,1,11,skin,1.7837651700316897,107.868,6.0,1,48,1,1,1,0,1,0,250.0,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
1185,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0,48,0,0,1,0,0,0,100.0,Enterococcus faecalis,None,Enterococcus faecalis None
1186,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,200.0,Staphylococcus aureus,None,Staphylococcus aureus None
1187,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,clinical samples (urine),1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,100.0,Proteus mirabilis,None,Proteus mirabilis None
1188,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,200.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1189,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0,48,0,0,1,0,0,0,200.0,Enterococcus faecalis,None,Enterococcus faecalis None
1190,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,400.0,Staphylococcus aureus,None,Staphylococcus aureus None
1191,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,clinical samples (urine),1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,200.0,Proteus mirabilis,None,Proteus mirabilis None
1192,100.0,Green synthesis using Arthrospira platensis,18.0,58.682,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,400.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1193,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0,48,0,0,1,0,0,0,100.0,Enterococcus faecalis,None,Enterococcus faecalis None
1194,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,200.0,Staphylococcus aureus,None,Staphylococcus aureus None
1195,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,clinical samples (urine),1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,100.0,Proteus mirabilis,None,Proteus mirabilis None
1196,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MIC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,200.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1197,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0,48,0,0,1,0,0,0,200.0,Enterococcus faecalis,None,Enterococcus faecalis None
1198,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,400.0,Staphylococcus aureus,None,Staphylococcus aureus None
1199,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,clinical samples (urine),1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,200.0,Proteus mirabilis,None,Proteus mirabilis None
1200,100.0,Green synthesis using Arthrospira platensis,15.0,57.5,MBC,25.0,120.0,ethanol,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,400.0,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1201,46.32,Green synthesis using macroalgal biomass of Codium sp.,45.88,46.1,MIC,25.0,180.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,30.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1202,46.32,Green synthesis using macroalgal biomass of Codium sp.,45.88,46.1,MIC,25.0,180.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,125.0,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
1203,46.32,Green synthesis using macroalgal biomass of Codium sp.,45.88,46.1,MIC,25.0,180.0,water (distilled),24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,1,0,0,60.0,Pseudomonas aeruginosa,ATCC 27853,Pseudomonas aeruginosa ATCC 27853
1204,46.32,Green synthesis using macroalgal biomass of Codium sp.,45.88,46.1,MBC,25.0,180.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,30.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1205,46.32,Green synthesis using macroalgal biomass of Codium sp.,45.88,46.1,MBC,25.0,180.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,25.0,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
1206,46.32,Green synthesis using macroalgal biomass of Codium sp.,45.88,46.1,MBC,25.0,180.0,water (distilled),24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,1,0,0,125.0,Pseudomonas aeruginosa,ATCC 27853,Pseudomonas aeruginosa ATCC 27853
1207,29.4,Chemical synthesis,20.0,24.7,MIC,80.0,240.0,water (distilled),24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,24,0,0,0,0,0,1,30.0,Escherichia coli,None,Escherichia coli None
1208,29.4,Chemical synthesis,20.0,24.7,MIC,80.0,240.0,water (distilled),24.0,spherical,1,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,30.0,Staphylococcus aureus,None,Staphylococcus aureus None
1209,29.4,Chemical synthesis,20.0,24.7,MBC,80.0,240.0,water (distilled),24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,24,0,0,0,0,0,1,60.0,Escherichia coli,None,Escherichia coli None
1210,29.4,Chemical synthesis,20.0,24.7,MBC,80.0,240.0,water (distilled),24.0,spherical,1,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,60.0,Staphylococcus aureus,None,Staphylococcus aureus None
1211,22.0,Green synthesis using Saussurea costus,22.0,22.0,MIC,50.0,300.0,water (distilled),24.0,spherical,0,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,0,0,0,0,0,39.4,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1212,22.0,Green synthesis using Saussurea costus,22.0,22.0,MIC,50.0,300.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,78.8,Staphylococcus aureus,None,Staphylococcus aureus None
1213,22.0,Green synthesis using Saussurea costus,22.0,22.0,MIC,50.0,300.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,0,0,1,0,0,0,78.8,Staphylococcus haemolyticus,None,Staphylococcus haemolyticus None
1214,22.0,Green synthesis using Saussurea costus,22.0,22.0,MIC,50.0,300.0,water (distilled),24.0,spherical,0,11,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0,48,0,0,1,0,0,0,158.0,Enterococcus faecalis,None,Enterococcus faecalis None
1215,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,"clinical samples (blood, sputum)",1.7837651700316897,107.868,18.0,1,48,1,0,1,0,1,0,157.5,Staphylococcus aureus,ATCC 29213,Staphylococcus aureus ATCC 29213
1216,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,78.7,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1217,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,"clinical samples (blood, sputum)",1.7837651700316897,107.868,18.0,1,48,1,0,1,0,1,0,137.5,Staphylococcus aureus,ATCC 29213,Staphylococcus aureus ATCC 29213
1218,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,34.3,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1219,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,"clinical samples (blood, sputum)",1.7837651700316897,107.868,18.0,1,48,1,0,1,0,1,0,150.0,Staphylococcus aureus,ATCC 29213,Staphylococcus aureus ATCC 29213
1220,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,75.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1221,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,37.5,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1222,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,"clinical samples (blood, sputum)",1.7837651700316897,107.868,18.0,1,48,1,0,1,0,1,0,162.5,Staphylococcus aureus,ATCC 29213,Staphylococcus aureus ATCC 29213
1223,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,81.2,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1224,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,"clinical samples (blood, sputum)",1.7837651700316897,107.868,18.0,1,48,1,0,1,0,1,0,81.2,Staphylococcus aureus,ATCC 29213,Staphylococcus aureus ATCC 29213
1225,94.9,Green synthesis using Gracilaria birdiae,20.2,57.55,MIC,25.0,300.0,water,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,40.6,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1226,8.0,Chemical synthesis,8.0,8.0,MIC,120.0,360.0,water (distilled),48.0,cubical,1,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,1.917917,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1227,8.0,Chemical synthesis,8.0,8.0,MIC,120.0,360.0,water (distilled),48.0,cubical,1,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,1.835833,Staphylococcus aureus,None,Staphylococcus aureus None
1228,8.0,Chemical synthesis,8.0,8.0,MBC,120.0,360.0,water (distilled),48.0,cubical,1,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,2.2525,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1229,8.0,Chemical synthesis,8.0,8.0,MBC,120.0,360.0,water (distilled),48.0,cubical,1,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,0,0,0,0,2.260833,Staphylococcus aureus,None,Staphylococcus aureus None
1230,42.9,Green synthesis using Commiphora gileadensis,7.7,25.3,MIC,60.0,360.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,5.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1231,42.9,Green synthesis using Commiphora gileadensis,7.7,25.3,MIC,60.0,360.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,17.5,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
1232,42.9,Green synthesis using Commiphora gileadensis,7.7,25.3,MBC,60.0,360.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,3.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1233,42.9,Green synthesis using Commiphora gileadensis,7.7,25.3,MBC,60.0,360.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,7.5,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
1234,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MIC,28.0,600.0,ethanol,24.0,oval,1,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,6.5,Escherichia coli,None,Escherichia coli None
1235,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MIC,28.0,600.0,ethanol,24.0,oval,1,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,5.0,Escherichia coli,None,Escherichia coli None
1236,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MIC,28.0,600.0,ethanol,24.0,oval,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,7.25,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1237,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MIC,28.0,600.0,ethanol,24.0,oval,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,6.5,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1238,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MIC,28.0,600.0,ethanol,24.0,oval,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,10.0,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1239,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MIC,28.0,600.0,ethanol,24.0,oval,1,11,bladder,1.7837651700316897,107.868,6.0,1,24,0,1,1,0,0,0,5.5,Staphylococcus saprophyticus,None,Staphylococcus saprophyticus None
1240,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MIC,28.0,600.0,ethanol,24.0,oval,1,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,9.5,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1241,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MBC,28.0,600.0,ethanol,24.0,oval,1,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,6.5,Escherichia coli,None,Escherichia coli None
1242,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MBC,28.0,600.0,ethanol,24.0,oval,1,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,5.0,Escherichia coli,None,Escherichia coli None
1243,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MBC,28.0,600.0,ethanol,24.0,oval,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,7.25,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1244,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MBC,28.0,600.0,ethanol,24.0,oval,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,6.5,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1245,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MBC,28.0,600.0,ethanol,24.0,oval,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,10.0,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1246,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MBC,28.0,600.0,ethanol,24.0,oval,1,11,bladder,1.7837651700316897,107.868,6.0,1,24,0,1,1,0,0,0,5.5,Staphylococcus saprophyticus,None,Staphylococcus saprophyticus None
1247,60.0,Green synthesis using Kalmia angustifolia,10.0,36.3,MBC,28.0,600.0,ethanol,24.0,oval,1,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,9.5,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1248,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,skin,1.7837651700316897,107.868,24.0,1,48,1,0,0,0,0,0,3.9,Staphylococcus aureus,MSSA 30,Staphylococcus aureus MSSA 30
1249,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,"clinical samples (blood, sputum, wound swabs)",1.7837651700316897,107.868,6.0,1,24,1,1,0,0,0,0,3.9,Staphylococcus aureus,MRSA 11,Staphylococcus aureus MRSA 11
1250,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0,48,0,1,1,0,0,0,7.8,Enterococcus faecalis,None,Enterococcus faecalis None
1251,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,3.9,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1252,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,3.9,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1253,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,soil,1.7837651700316897,107.868,8.0,1,48,0,1,0,0,0,0,3.9,Acinetobacter baumannii,None,Acinetobacter baumannii None
1254,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,"clinical samples (urine, wound swabs)",1.7837651700316897,107.868,6.0,1,24,0,1,0,0,0,0,3.9,Proteus vulgaris,None,Proteus vulgaris None
1255,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,3.9,Escherichia coli,None,Escherichia coli None
1256,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,skin,1.7837651700316897,107.868,24.0,1,48,1,0,0,0,0,0,5.3,Staphylococcus aureus,MSSA 30,Staphylococcus aureus MSSA 30
1257,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,"clinical samples (blood, sputum, wound swabs)",1.7837651700316897,107.868,6.0,1,24,1,1,0,0,0,0,5.1,Staphylococcus aureus,MRSA 11,Staphylococcus aureus MRSA 11
1258,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0,48,0,1,1,0,0,0,7.7,Enterococcus faecalis,None,Enterococcus faecalis None
1259,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,5.6,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1260,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,5.0,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1261,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,soil,1.7837651700316897,107.868,8.0,1,48,0,1,0,0,0,0,4.1,Acinetobacter baumannii,None,Acinetobacter baumannii None
1262,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,"clinical samples (urine, wound swabs)",1.7837651700316897,107.868,6.0,1,24,0,1,0,0,0,0,0.0,Proteus vulgaris,None,Proteus vulgaris None
1263,20.0,Green synthesis using Curcuma longa,10.0,15.0,MIC,60.0,1440.0,ethanol,24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,6.1,Escherichia coli,None,Escherichia coli None
1264,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,30.0,1440.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,1,0,0,0,0,0.625,Staphylococcus aureus,None,Staphylococcus aureus None
1265,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,30.0,1440.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,1,1,0,0,0,2.5,Enterococcus sp.,None,Enterococcus sp. None
1266,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,30.0,1440.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,1.25,Escherichia coli,None,Escherichia coli None
1267,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,30.0,1440.0,water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,1.25,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1268,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,30.0,1440.0,water,24.0,spherical,0,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,1.25,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1269,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,30.0,1440.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,1,0,0,0,0,0.625,Staphylococcus aureus,None,Staphylococcus aureus None
1270,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,30.0,1440.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,1,1,0,0,0,2.5,Enterococcus sp.,None,Enterococcus sp. None
1271,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,30.0,1440.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,1.25,Escherichia coli,None,Escherichia coli None
1272,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,30.0,1440.0,water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,1.25,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1273,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,30.0,1440.0,water,24.0,spherical,0,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,1.25,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1274,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,1,0,0,0,0,2.5,Staphylococcus aureus,None,Staphylococcus aureus None
1275,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,1,1,0,0,0,2.5,Enterococcus sp.,None,Enterococcus sp. None
1276,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,2.5,Escherichia coli,None,Escherichia coli None
1277,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,2.5,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1278,34.0,Physical synthesis using gamma irradiation,12.0,22.1,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,2.5,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1279,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,1,0,0,0,0,2.5,Staphylococcus aureus,None,Staphylococcus aureus None
1280,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,1,1,0,0,0,2.5,Enterococcus sp.,None,Enterococcus sp. None
1281,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,24,0,1,0,0,0,1,2.5,Escherichia coli,None,Escherichia coli None
1282,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,1,0,0,0,0,2.5,Pseudomonas aeruginosa,None,Pseudomonas aeruginosa None
1283,32.0,Physical synthesis using gamma irradiation,12.0,24.91,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,1,0,0,0,0,2.5,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
1284,23.75,Green synthesis using Streptomyces chiangmaiensis,6.1,13.57,MIC,37.0,1440.0,water (sterile deionized),24.0,spherical,0,11,soil,1.7837651700316897,107.868,8.0,1,48,0,1,0,0,0,0,0.0068,Acinetobacter baumannii,None,Acinetobacter baumannii None
1285,23.75,Green synthesis using Streptomyces chiangmaiensis,6.1,13.57,MIC,37.0,1440.0,water (sterile deionized),24.0,spherical,0,11,lungs,1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,0.027,Klebsiella pneumoniae,JHCK1 (id:1617),Klebsiella pneumoniae JHCK1 (id:1617)
1286,23.75,Green synthesis using Streptomyces chiangmaiensis,6.1,13.57,MIC,37.0,1440.0,water (sterile deionized),24.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,0.013,Pseudomonas aeruginosa,N90PS,Pseudomonas aeruginosa N90PS
