np_size_max__nm_,np_synthesis,np_size_min__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,np_size_avg__nm_,Solvent_for_extract,amw,time_set__hours_,bacteria,Valance_electron,Order,avg_Incub_period__h,prim_specific_habitat,Genus,sec_habitat,coating,shape,mdr,max_Incub_period__h,min_Incub_period__h,common_environment,MIC_NP___g_mL_
23.17,Green synthesis using Pimpinella anisum,21.07,MIC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,0.6931471805599453
23.17,Green synthesis using Pimpinella anisum,21.07,MIC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,0.6931471805599453
23.17,Green synthesis using Pimpinella anisum,21.07,MIC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,0.6931471805599453
23.17,Green synthesis using Pimpinella anisum,21.07,MIC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MIC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MIC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,2.772588722239781
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,0.6931471805599453
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,0.6931471805599453
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,0.6931471805599453
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,2.0794415416798357
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,2.772588722239781
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,1.3862943611198906
23.17,Green synthesis using Pimpinella anisum,21.07,MBC,25.0,1440.0,22.12,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,1.3862943611198906
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MIC,28.0,1440.0,14.0,water,107.868,24.0,Williamsia serinedens,11,Mycobacteriales,48,soil,Williamsia,plants,0,spherical,0,72,24.0,nature,3.4657359027997265
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MIC,28.0,1440.0,14.0,water,107.868,24.0,Sphingopyxis macrogoltabida,11,Sphingomonadales,48,soil,Sphingopyxis,plants,0,spherical,0,72,24.0,nature,3.4657359027997265
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MIC,28.0,1440.0,14.0,water,107.868,24.0,Bacillus velezensis,11,Bacillales,8,soil,Bacillus,plants,0,spherical,0,12,6.0,nature,3.4657359027997265
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MIC,28.0,1440.0,14.0,water,107.868,24.0,Pseudomonas mediterranea,11,Pseudomonadales,12,water,Pseudomonas,soil,0,spherical,0,24,6.0,nature,2.772588722239781
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MBC,28.0,1440.0,14.0,water,107.868,24.0,Williamsia serinedens,11,Mycobacteriales,48,soil,Williamsia,plants,0,spherical,0,72,24.0,nature,4.852030263919617
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MBC,28.0,1440.0,14.0,water,107.868,24.0,Sphingopyxis macrogoltabida,11,Sphingomonadales,48,soil,Sphingopyxis,plants,0,spherical,0,72,24.0,nature,4.1588830833596715
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MBC,28.0,1440.0,14.0,water,107.868,24.0,Bacillus velezensis,11,Bacillales,8,soil,Bacillus,plants,0,spherical,0,12,6.0,nature,3.4657359027997265
25.0,Biosynthesis using Rehmannia glutinosa fungi symbiont,3.0,MBC,28.0,1440.0,14.0,water,107.868,24.0,Pseudomonas mediterranea,11,Pseudomonadales,12,water,Pseudomonas,soil,0,spherical,0,24,6.0,nature,4.1588830833596715
60.0,Green synthesis using Spirulina sp.,30.0,MIC,40.0,1440.0,26.57,water,107.868,24.0,Acinetobacter baumannii,11,Moraxellales,18,soil,Acinetobacter,nosocomial,1,spherical,0,48,8.0,nature,4.382026634673881
60.0,Green synthesis using Spirulina sp.,30.0,MIC,40.0,1440.0,26.57,water,107.868,24.0,Escherichia coli,11,Enterobacterales,12,guts,Escherichia,"clinical samples (blood, stool, urine)",1,spherical,0,18,6.0,human,3.912023005428146
60.0,Green synthesis using Spirulina sp.,30.0,MIC,40.0,1440.0,26.57,water,107.868,24.0,Streptococcus pyogenes,11,Lactobacillales,36,nasopharynx,Streptococcus,skin,1,spherical,0,48,24.0,human,4.605170185988092
60.0,Green synthesis using Spirulina sp.,30.0,MBC,40.0,1440.0,26.57,water,107.868,24.0,Acinetobacter baumannii,11,Moraxellales,18,soil,Acinetobacter,nosocomial,1,spherical,0,48,8.0,nature,4.605170185988092
60.0,Green synthesis using Spirulina sp.,30.0,MBC,40.0,1440.0,26.57,water,107.868,24.0,Escherichia coli,11,Enterobacterales,12,guts,Escherichia,"clinical samples (blood, stool, urine)",1,spherical,0,18,6.0,human,4.382026634673881
60.0,Green synthesis using Spirulina sp.,30.0,MBC,40.0,1440.0,26.57,water,107.868,24.0,Streptococcus pyogenes,11,Lactobacillales,36,nasopharynx,Streptococcus,skin,1,spherical,0,48,24.0,human,4.941642422609304
60.0,Green synthesis using Spirulina sp.,30.0,MIC,40.0,1440.0,26.57,water,107.868,24.0,Acinetobacter baumannii,11,Moraxellales,18,soil,Acinetobacter,nosocomial,1,spherical,0,48,8.0,nature,4.382026634673881
60.0,Green synthesis using Spirulina sp.,30.0,MIC,40.0,1440.0,26.57,water,107.868,24.0,Escherichia coli,11,Enterobacterales,12,guts,Escherichia,"clinical samples (blood, stool, urine)",1,spherical,0,18,6.0,human,4.31748811353631
60.0,Green synthesis using Spirulina sp.,30.0,MIC,40.0,1440.0,26.57,water,107.868,24.0,Streptococcus pyogenes,11,Lactobacillales,36,nasopharynx,Streptococcus,skin,1,spherical,0,48,24.0,human,4.0943445622221
60.0,Green synthesis using Spirulina sp.,30.0,MBC,40.0,1440.0,26.57,water,107.868,24.0,Acinetobacter baumannii,11,Moraxellales,18,soil,Acinetobacter,nosocomial,1,spherical,0,48,8.0,nature,4.787491742782046
60.0,Green synthesis using Spirulina sp.,30.0,MBC,40.0,1440.0,26.57,water,107.868,24.0,Escherichia coli,11,Enterobacterales,12,guts,Escherichia,"clinical samples (blood, stool, urine)",1,spherical,0,18,6.0,human,4.867534450455582
60.0,Green synthesis using Spirulina sp.,30.0,MBC,40.0,1440.0,26.57,water,107.868,24.0,Streptococcus pyogenes,11,Lactobacillales,36,nasopharynx,Streptococcus,skin,1,spherical,0,48,24.0,human,4.499809670330265
22.03,Green synthesis using Carya illinoinensis,18.65,MIC,25.0,1440.0,20.34,methanol,107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,4.852030263919617
22.03,Green synthesis using Carya illinoinensis,18.65,MIC,25.0,1440.0,20.34,methanol,107.868,24.0,Listeria monocytogenes,11,Bacillales,36,soil,Listeria,plants,0,spherical,0,48,24.0,nature,4.1588830833596715
22.03,Green synthesis using Carya illinoinensis,18.65,MIC,25.0,1440.0,20.34,methanol,107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,2.772588722239781
22.03,Green synthesis using Carya illinoinensis,18.65,MIC,25.0,1440.0,20.34,methanol,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,3.4657359027997265
20.0,Green synthesis using Bacillus subtilis,3.0,MIC,30.0,1440.0,11.5,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,spherical,0,24,4.0,human,5.438079308923196
20.0,Green synthesis using Bacillus subtilis,3.0,MIC,30.0,1440.0,11.5,water,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,24,skin,Staphylococcus,medical surfaces,1,spherical,0,48,18.0,human,5.19295685089021
20.0,Green synthesis using Bacillus subtilis,3.0,MIC,30.0,1440.0,11.5,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,spherical,0,24,3.0,nosocomial,5.703782474656201
20.0,Green synthesis using Bacillus subtilis,3.0,MIC,30.0,1440.0,11.5,water,107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,1,spherical,0,24,1.5,human,5.298317366548036
20.0,Green synthesis using Bacillus subtilis,3.0,MIC,30.0,1440.0,11.5,water,107.868,24.0,Candida albicans,11,Saccharomycetales,48,mouth,Candida,genitals,1,spherical,0,72,24.0,human,4.605170185988092
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,flat,1,24,4.0,human,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,flat,1,24,4.0,human,1.6094379124341003
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,flat,0,24,4.0,human,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MBC,60.0,1441.0,23.1,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,flat,1,24,4.0,human,2.995732273553991
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MBC,60.0,1441.0,23.1,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,flat,1,24,4.0,human,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MBC,60.0,1441.0,23.1,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,1,flat,0,24,4.0,human,2.995732273553991
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,flat,1,24,3.0,nosocomial,3.6888794541139363
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MBC,60.0,1441.0,23.1,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",1,flat,1,24,3.0,nosocomial,3.6888794541139363
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,1,flat,1,24,1.5,human,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MBC,60.0,1441.0,23.1,water,107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,1,flat,1,24,1.5,human,3.6888794541139363
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),1,flat,0,12,4.0,nosocomial,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MBC,60.0,1441.0,23.1,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),1,flat,0,12,4.0,nosocomial,2.995732273553991
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Aspergillus flavus,11,Eurotiales,48,soil,Aspergillus,plants,1,flat,0,72,24.0,nature,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MFC,60.0,1441.0,23.1,water,107.868,24.0,Aspergillus flavus,11,Eurotiales,48,soil,Aspergillus,plants,1,flat,0,72,24.0,nature,3.6888794541139363
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Aspergillus niger,11,Eurotiales,60,soil,Aspergillus,plants,1,flat,0,84,36.0,nature,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MFC,60.0,1441.0,23.1,water,107.868,24.0,Aspergillus niger,11,Eurotiales,60,soil,Aspergillus,plants,1,flat,0,84,36.0,nature,2.995732273553991
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Fusarium solani,11,Hypocreales,48,plants,Fusarium,soil,1,flat,0,72,24.0,nature,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MFC,60.0,1441.0,23.1,water,107.868,24.0,Fusarium solani,11,Hypocreales,48,plants,Fusarium,soil,1,flat,0,72,24.0,nature,3.6888794541139363
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Mucor piriformis,11,Mucorales,48,soil,Mucor,plants,1,flat,0,72,24.0,nature,2.995732273553991
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MFC,60.0,1441.0,23.1,water,107.868,24.0,Mucor piriformis,11,Mucorales,48,soil,Mucor,plants,1,flat,0,72,24.0,nature,3.6888794541139363
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Aspergillus fumigatus,11,Eurotiales,24,soil,Aspergillus,dwelling,1,flat,0,72,6.0,nature,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MFC,60.0,1441.0,23.1,water,107.868,24.0,Aspergillus fumigatus,11,Eurotiales,24,soil,Aspergillus,dwelling,1,flat,0,72,6.0,nature,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MIC,60.0,1441.0,23.1,water,107.868,24.0,Candida albicans,11,Saccharomycetales,48,skin,Candida,guts,1,flat,0,72,24.0,human,2.302585092994046
87.03,Green synthesis using Parrotiopsis jacquemontiana,56.2,MFC,60.0,1441.0,23.1,water,107.868,24.0,Candida albicans,11,Saccharomycetales,24,skin,Candida,mouth,1,flat,0,48,18.0,human,2.995732273553991
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,3.4339872044851463
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,3.4339872044851463
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.127134385045092
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,0,24,3.0,nosocomial,4.127134385045092
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,11,Enterobacterales,7,meat,Salmonella,"clinical samples (blood, stool, urine)",0,spherical,0,12,4.0,human,4.8283137373023015
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Shigella ﬂexneri,11,Enterobacterales,12,guts,Shigella,clinical samples (stool),0,spherical,0,24,6.0,human,4.127134385045092
15.0,Biosynthesis using Candida glabrata,2.0,MBC,28.0,3600.0,8.5,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,4.127134385045092
15.0,Biosynthesis using Candida glabrata,2.0,MBC,28.0,3600.0,8.5,water,107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,4.127134385045092
15.0,Biosynthesis using Candida glabrata,2.0,MBC,28.0,3600.0,8.5,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.8283137373023015
15.0,Biosynthesis using Candida glabrata,2.0,MBC,28.0,3600.0,8.5,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,0,24,3.0,nosocomial,4.8283137373023015
15.0,Biosynthesis using Candida glabrata,2.0,MBC,28.0,3600.0,8.5,water,107.868,24.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,11,Enterobacterales,7,meat,Salmonella,"clinical samples (blood, stool, urine)",0,spherical,0,12,4.0,human,5.521460917862246
15.0,Biosynthesis using Candida glabrata,2.0,MBC,28.0,3600.0,8.5,water,107.868,24.0,Shigella ﬂexneri,11,Enterobacterales,12,guts,Shigella,clinical samples (stool),0,spherical,0,24,6.0,human,4.8283137373023015
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Candida albicans,11,Saccharomycetales,48,mouth,Candida,genitals,0,spherical,0,72,24.0,human,4.127134385045092
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Candida tropicalis,11,Saccharomycetales,48,"clinical samples (blood, sputum, urine)",Candida,mouth,0,spherical,0,72,24.0,nosocomial,5.521460917862246
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Candida parapsilosis,11,Saccharomycetales,48,medical surfaces,Candida,"clinical samples (biopsy, blood, urine)",0,spherical,0,72,24.0,nosocomial,5.521460917862246
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Candida dubliniensis,11,Saccharomycetales,48,mouth,Candida,guts,0,spherical,0,72,24.0,human,4.8283137373023015
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Candida krusei,11,Saccharomycetales,48,"clinical samples (blood, urine)",Pichia,lungs,0,spherical,0,72,24.0,nosocomial,4.8283137373023015
15.0,Biosynthesis using Candida glabrata,2.0,MIC,28.0,3600.0,8.5,water,107.868,24.0,Candida glabrata,11,Saccharomycetales,24,"clinical samples (blood, urine)",Nakaseomyces,clinical samples (biopsy),0,spherical,0,48,2.0,nosocomial,5.521460917862246
15.0,Biosynthesis using Candida glabrata,2.0,MFC,28.0,3600.0,8.5,water,107.868,24.0,Candida albicans,11,Saccharomycetales,48,mouth,Candida,genitals,0,spherical,0,72,24.0,human,4.8283137373023015
15.0,Biosynthesis using Candida glabrata,2.0,MFC,28.0,3600.0,8.5,water,107.868,24.0,Candida tropicalis,11,Saccharomycetales,48,"clinical samples (blood, sputum, urine)",Candida,mouth,0,spherical,0,72,24.0,nosocomial,6.214608098422191
15.0,Biosynthesis using Candida glabrata,2.0,MFC,28.0,3600.0,8.5,water,107.868,24.0,Candida parapsilosis,11,Saccharomycetales,48,medical surfaces,Candida,"clinical samples (biopsy, blood, urine)",0,spherical,0,72,24.0,nosocomial,6.214608098422191
15.0,Biosynthesis using Candida glabrata,2.0,MFC,28.0,3600.0,8.5,water,107.868,24.0,Candida dubliniensis,11,Saccharomycetales,48,mouth,Candida,guts,0,spherical,0,72,24.0,human,5.521460917862246
15.0,Biosynthesis using Candida glabrata,2.0,MFC,28.0,3600.0,8.5,water,107.868,24.0,Candida krusei,11,Saccharomycetales,48,"clinical samples (blood, urine)",Pichia,lungs,0,spherical,0,72,24.0,nosocomial,5.521460917862246
15.0,Biosynthesis using Candida glabrata,2.0,MFC,28.0,3600.0,8.5,water,107.868,24.0,Candida glabrata,11,Saccharomycetales,24,"clinical samples (blood, urine)",Nakaseomyces,clinical samples (biopsy),0,spherical,0,48,2.0,nosocomial,6.214608098422191
15.3,Green synthesis using Phyllanthus emblica,15.3,MIC,48.07498601007275,4320.0,15.3,ethanol,107.868,24.0,Hafnia alvei,11,Enterobacterales,24,soil,Hafnia,nosocomial,0,spherical,0,48,18.0,nature,-1.3862943611198906
20.1,Green synthesis using Phyllanthus emblica,20.1,MIC,48.07498601007275,4320.0,20.1,ethanol,107.868,24.0,Vibrio cholerae,11,Vibrionales,12,water,Vibrio,soil,0,spherical,0,24,6.0,nature,-1.3862943611198906
20.1,Green synthesis using Phyllanthus emblica,20.1,MIC,48.07498601007275,4320.0,20.1,ethanol,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,-2.0794415416798357
50.0,Green synthesis using Medicago sativa,20.0,MIC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.135166556742356
50.0,Green synthesis using Medicago sativa,20.0,MIC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,24,lungs,Klebsiella,"clinical samples (blood, sputum)",0,spherical,0,48,18.0,nosocomial,4.8283137373023015
50.0,Green synthesis using Medicago sativa,20.0,MIC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,4.8283137373023015
50.0,Green synthesis using Medicago sativa,20.0,MIC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,12,skin,Staphylococcus,medical surfaces,0,spherical,0,24,6.0,human,6.907755278982137
50.0,Green synthesis using Medicago sativa,20.0,MIC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Enterococcus faecalis,11,Lactobacillales,24,"clinical samples (blood, saliva, sputum, urine)",Enterococcus,guts,0,spherical,0,48,18.0,nosocomial,4.8283137373023015
50.0,Green synthesis using Medicago sativa,20.0,MIC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Staphylococcus aureus,11,Bacillales,24,"clinical samples (blood, sputum)",Staphylococcus,skin,0,spherical,0,48,18.0,nosocomial,6.907755278982137
50.0,Green synthesis using Medicago sativa,20.0,MBC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,5.521460917862246
50.0,Green synthesis using Medicago sativa,20.0,MBC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,24,lungs,Klebsiella,"clinical samples (blood, sputum)",0,spherical,0,48,18.0,nosocomial,6.907755278982137
50.0,Green synthesis using Medicago sativa,20.0,MBC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,5.521460917862246
50.0,Green synthesis using Medicago sativa,20.0,MBC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,12,skin,Staphylococcus,medical surfaces,0,spherical,0,24,6.0,human,7.600902459542082
50.0,Green synthesis using Medicago sativa,20.0,MBC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Enterococcus faecalis,11,Lactobacillales,24,"clinical samples (blood, saliva, sputum, urine)",Enterococcus,guts,0,spherical,0,48,18.0,nosocomial,6.907755278982137
50.0,Green synthesis using Medicago sativa,20.0,MBC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Staphylococcus aureus,11,Bacillales,24,"clinical samples (blood, sputum)",Staphylococcus,skin,0,spherical,0,48,18.0,nosocomial,7.600902459542082
50.0,Green synthesis using Medicago sativa,20.0,MIC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Candida albicans,11,Saccharomycetales,48,mouth,Candida,guts,0,spherical,0,72,24.0,human,3.4420193761824107
50.0,Green synthesis using Medicago sativa,20.0,MFC,48.07498601007275,4320.0,35.0,methanol,107.868,24.0,Candida albicans,11,Saccharomycetales,48,mouth,Candida,guts,0,spherical,0,72,24.0,human,3.4420193761824107
32.09,Green synthesis using Streptomyces hirsutus,18.99,MIC,33.0,7200.0,12.74,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,"clinical samples (blood, sputum, wound swabs)",0,spherical,0,48,18.0,nosocomial,3.4657359027997265
