NP,Bacteria,ATCC(species),NP_Synthesis,Drug,Drug_dose (μg/disk),NP_concentration (μg/disk),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,ZOI_drug (mm),ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),Zeta_potential (mV),MDR,FIC,Effect,ChEBI ID,reference,doi,time (hr),Coat with antimicrobial peptide,combined MIC,peptide MIC,synergy index( Vantibiotic+AgNPs/(Vantibiotic + VAgNPs - Vantibiotic X VAgNPs).)
Ag,Acinetobacter baumannii,,green_synthesis using Acinetobacter calcoaceticus,Erythromycin,,10,8,12,,spherical,viability (%),,38.35616438,,,,,,,,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,,18,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Acinetobacter calcoaceticus,Erythromycin,,10,8,12,,spherical,viability (%),,28.66927593,,,,,,,,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,,24,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Acinetobacter calcoaceticus,Erythromycin,,30,8,12,,spherical,viability (%),,50.88062622,,,,,,,,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,,6,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Acinetobacter calcoaceticus,Erythromycin,,30,8,12,,spherical,viability (%),,30.23483366,,,,,,,,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,,12,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Acinetobacter calcoaceticus,Erythromycin,,30,8,12,,spherical,viability (%),,14.97064579,,,,,,,,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,,18,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Acinetobacter calcoaceticus,Erythromycin,,30,8,12,,spherical,viability (%),,4.990215264,,,,,,,,https://www.ingentaconnect.com/content/asp/jnn/2018/00000018/00000006/art00007;jsessionid=1toednqh7tf1q.x-ic-live-02,,24,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Ampicillin,,,2,35,,,MIC,256,1,0.25,,,,0.3125,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Oxacillin,,,2,35,,,MIC,768,1,5,,,,0.625,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Streptomycin,,,2,35,,,MIC,24,1,0.25,,,,0.5,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Rifampicin,,,2,35,,,MIC,16,1,0.125,,,,0.375,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Ciprofloxacin,,,2,35,,,MIC,0.25,1,0.5,,,,0.5625,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Tetracycline,,,2,35,,,MIC,10,1,0.25,,,,0.5,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Meropenem,,,2,35,,,MIC,0.5,1,0.25,,,,0.75,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Ceftazidime,,,2,35,,,MIC,2,1,0.25,,,,0.75,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Ampicillin,,,2,35,,,MBIC,512,4,2,,,,0.75,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Oxacillin,,,2,35,,,MBIC,1152,4,0.25,,,,0.5625,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Streptomycin,,,2,35,,,MBIC,32,4,0.5,,,,0.625,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Rifampicin,,,2,35,,,MBIC,32,4,2,,,,1,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Ciprofloxacin,,,2,35,,,MBIC,0.25,4,0.5,,,,0.625,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Tetracycline,,,2,35,,,MBIC,32,4,2,,,,1,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Meropenem,,,2,35,,,MBIC,2,4,2,,,,1,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Pseudomonas aeruginosa,,chemical_synthesis using high voltage method on pure silver,Ceftazidime,,,2,35,,,MBIC,4,4,2,,,,1,,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.068833-0,,,,,,
Ag,Escherichia coli,8739,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MIC,1024,64,4,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Klebsiella pneumoniae,700603,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MIC,1024,256,16,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Pseudomonas aeruginosa,10145,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MIC,384,16,32,,,,2,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Staphylococcus aureus,6538,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MIC,1,256,16,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Bacillus subtilis,PCM 2021,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MIC,0.064,64,4,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Candida albicans,10231,green_synthesis using Streptomyces xinghaiensis,Amphotericin B,,,5,20,,spherical,MIC,0.25,32,2,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Malassezia furfur,6170,green_synthesis using Streptomyces xinghaiensis,Amphotericin B,,,5,20,,spherical,MIC,1024,32,32,,,,1,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Escherichia coli,8739,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MIC,512,,4,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Klebsiella pneumoniae,700603,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MIC,192,,16,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Pseudomonas aeruginosa,10145,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MIC,64,,32,,,,2,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Staphylococcus aureus,6538,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MIC,8,,16,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Bacillus subtilis,PCM 2021,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MIC,2,,4,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Escherichia coli,8739,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MIC,64,,4,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Klebsiella pneumoniae,700603,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MIC,32,,16,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Pseudomonas aeruginosa,10145,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MIC,32,,32,,,,2,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Staphylococcus aureus,6538,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MIC,4,,16,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Bacillus subtilis,PCM 2021,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MIC,0.125,,4,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Escherichia coli,8739,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MBC,1024,64,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Klebsiella pneumoniae,700603,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MBC,1024,256,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Pseudomonas aeruginosa,10145,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MBC,1024,32,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Staphylococcus aureus,6538,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MBC,64,384,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Bacillus subtilis,PCM 2021,green_synthesis using Streptomyces xinghaiensis,Ampicillin,,,5,20,,spherical,MBC,0.125,64,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Escherichia coli,8739,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MBC,1024,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Klebsiella pneumoniae,700603,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MBC,512,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Pseudomonas aeruginosa,10145,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MBC,256,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Staphylococcus aureus,6538,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MBC,16,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Bacillus subtilis,PCM 2021,green_synthesis using Streptomyces xinghaiensis,Kanamycin,,,5,20,,spherical,MBC,2,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Escherichia coli,8739,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MBC,256,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Klebsiella pneumoniae,700603,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MBC,640,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Pseudomonas aeruginosa,10145,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MBC,96,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Staphylococcus aureus,6538,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MBC,256,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Bacillus subtilis,PCM 2021,green_synthesis using Streptomyces xinghaiensis,Tetracycline,,,5,20,,spherical,MBC,48,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Candida albicans,10231,green_synthesis using Streptomyces xinghaiensis,Fluconazole,,,5,20,,spherical,MIC,1024,,2,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Malassezia furfur,6170,green_synthesis using Streptomyces xinghaiensis,Fluconazole,,,5,20,,spherical,MIC,4,,32,,,,1,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Candida albicans,10231,green_synthesis using Streptomyces xinghaiensis,Ketoconazole,,,5,20,,spherical,MIC,1024,,2,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Malassezia furfur,6170,green_synthesis using Streptomyces xinghaiensis,Ketoconazole,,,5,20,,spherical,MIC,1024,,2,,,,0.12,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Candida albicans,10231,green_synthesis using Streptomyces xinghaiensis,Amphotericin B,,,5,20,,spherical,MBC,0.5,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Malassezia furfur,6170,green_synthesis using Streptomyces xinghaiensis,Amphotericin B,,,5,20,,spherical,MBC,1024,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Candida albicans,10231,green_synthesis using Streptomyces xinghaiensis,Fluconazole,,,5,20,,spherical,MBC,1024,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Malassezia furfur,6170,green_synthesis using Streptomyces xinghaiensis,Fluconazole,,,5,20,,spherical,MBC,96,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Candida albicans,10231,green_synthesis using Streptomyces xinghaiensis,Ketoconazole,,,5,20,,spherical,MBC,1024,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Malassezia furfur,6170,green_synthesis using Streptomyces xinghaiensis,Ketoconazole,,,5,20,,spherical,MBC,1024,,,,,,,,,https://link.springer.com/article/10.1007/s11274-017-2406-3,,,,,,
Ag,Pseudomonas aeruginosa,Pa14,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,1,1.06,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Pseudomonas aeruginosa,AC12A,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,4,1.06,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Pseudomonas aeruginosa,DIN1,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,2,4.25,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Burkholderia cepacia,Bc6,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,256,1.125,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Burkholderia cepacia,Bc11,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,256,2.125,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Burkholderia cepacia,Bc23,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,256,1.06,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Stenotrophomonas maltophilia,DAT7,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,256,4.25,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Stenotrophomonas maltophilia,SanG2010,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,256,4.25,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Stenotrophomonas maltophilia,AC8,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,256,4.25,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Staphylococcus aureus,Sa1,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,,8.5,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Staphylococcus aureus,Sa2,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,,8.5,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Staphylococcus aureus,Sa3,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MIC,,8.5,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Pseudomonas aeruginosa,Pa14,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,2.125,1,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Pseudomonas aeruginosa,AC12A,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,2.125,4,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Pseudomonas aeruginosa,DIN1,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,4.25,2,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Burkholderia cepacia,Bc6,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,4.25,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Burkholderia cepacia,Bc11,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,4.25,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Burkholderia cepacia,Bc23,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,2.125,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Stenotrophomonas maltophilia,DAT7,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,4.25,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Stenotrophomonas maltophilia,SanG2010,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,4.25,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Stenotrophomonas maltophilia,AC8,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,4.25,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Staphylococcus aureus,Sa1,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,17,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Staphylococcus aureus,Sa2,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,8.5,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Staphylococcus aureus,Sa3,electrochemical synthesis,Tobramycin,,,52.7,58.5,55.6,quasi-spherical,MBC,8.5,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01349/full,,,,,,
Ag,Pseudomonas aeruginosa,H039,green_synthesis from fungus Aspergillus flavus,,,,5.34,70,26.06,spherical,MIC,,128,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H278,green_synthesis from fungus Aspergillus flavus,,,,5.34,70,26.06,spherical,MIC,,128,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 124,green_synthesis from fungus Aspergillus flavus,,,,5.34,70,26.06,spherical,MIC,,128,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-64,green_synthesis from fungus Aspergillus flavus,,,,5.34,70,26.06,spherical,MIC,,128,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-62,green_synthesis from fungus Aspergillus flavus,,,,5.34,70,26.06,spherical,MIC,,128,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from fungus Aspergillus flavus,,,,5.34,70,26.06,spherical,MIC,,128,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,Pae 27853,green_synthesis from fungus Aspergillus flavus,,,,5.34,70,26.06,spherical,MIC,,8,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H039,green_synthesis from Citrus latifolia tan,,,,5.34,70,26.06,spherical,MIC,,64,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H278,green_synthesis from Citrus latifolia tan,,,,5.34,70,26.06,spherical,MIC,,128,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 124,green_synthesis from Citrus latifolia tan,,,,5.34,70,26.06,spherical,MIC,,64,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-64,green_synthesis from Citrus latifolia tan,,,,5.34,70,26.06,spherical,MIC,,64,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-62,green_synthesis from Citrus latifolia tan,,,,5.34,70,26.06,spherical,MIC,,64,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from Citrus latifolia tan,,,,5.34,70,26.06,spherical,MIC,,64,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,Pae 27853,green_synthesis from Citrus latifolia tan,,,,5.34,70,26.06,spherical,MIC,,4,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H039,green_synthesis from fungus Aspergillus flavus,Amikacin,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H278,green_synthesis from fungus Aspergillus flavus,Amikacin,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 124,green_synthesis from fungus Aspergillus flavus,Amikacin,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-64,green_synthesis from fungus Aspergillus flavus,Amikacin,,,5.34,70,26.06,spherical,MIC,2,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-62,green_synthesis from fungus Aspergillus flavus,Amikacin,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from fungus Aspergillus flavus,Amikacin,,,5.34,70,26.06,spherical,MIC,4,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H039,green_synthesis from fungus Aspergillus flavus,Gentamicin,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H278,green_synthesis from fungus Aspergillus flavus,Gentamicin,,,5.34,70,26.06,spherical,MIC,32,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 124,green_synthesis from fungus Aspergillus flavus,Gentamicin,,,5.34,70,26.06,spherical,MIC,2,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-64,green_synthesis from fungus Aspergillus flavus,Gentamicin,,,5.34,70,26.06,spherical,MIC,16,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-62,green_synthesis from fungus Aspergillus flavus,Gentamicin,,,5.34,70,26.06,spherical,MIC,16,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from fungus Aspergillus flavus,Gentamicin,,,5.34,70,26.06,spherical,MIC,0.5,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H039,green_synthesis from fungus Aspergillus flavus,Ceftazidime,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H278,green_synthesis from fungus Aspergillus flavus,Ceftazidime,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 124,green_synthesis from fungus Aspergillus flavus,Ceftazidime,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-64,green_synthesis from fungus Aspergillus flavus,Ceftazidime,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,INP-62,green_synthesis from fungus Aspergillus flavus,Ceftazidime,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,RME 27,green_synthesis from fungus Aspergillus flavus,Ceftazidime,,,5.34,70,26.06,spherical,MIC,64,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
Ag,Pseudomonas aeruginosa,H039,green_synthesis from fungus Aspergillus flavus,Ciprofloxacin,,,5.34,70,26.06,spherical,MIC,16,,,,,,,,,https://academic.oup.com/lambio/article/75/3/680/6989369,,,,,,
